Year,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Balance_to_Salary_ratio,Product_Density_Indicator,Engagement_product_indicator,Age_tenure_interaction,Churn_Probability,Risk Level
2025,-1.5885280587778525,1,-1.4228472097266833,3,-1.2258476714090278,2,1,0,-0.412123315592307,0,False,True,-0.03580390433705983,0.08333333333333333,5,72,0.35941671462959995,Medium Risk
2025,-1.8058103487086987,0,-0.4693113027136664,10,-1.2258476714090278,2,1,0,-1.283817056739873,0,False,False,-0.03580390433705983,0.058823529411764705,5,340,0.4127546500217109,Medium Risk
2025,-1.0504957218062334,0,-1.3274936190253817,5,-1.2258476714090278,2,0,0,1.5783569986897874,0,False,False,-0.03580390433705983,0.08,4,125,0.6038113371870212,Medium Risk
2025,-0.1606730106608635,0,-0.3739577120123647,7,-1.2258476714090278,2,1,1,-0.5936359656444845,0,False,True,-0.03580390433705983,0.05714285714285714,6,245,0.4812945542873123,Medium Risk
2025,-0.3572617491697243,1,0.5795781950006521,3,1.0681029591182611,2,0,1,-0.6218824846013182,0,True,False,-0.015264979879004329,0.044444444444444446,5,135,0.8941566309883549,High Risk
2025,0.025568952137004615,1,1.8191748741175742,1,0.8993931172292712,1,1,0,-1.651825870574206,1,True,False,0.2043143119172775,0.017241379310344827,3,58,0.6823734828674703,Medium Risk
2025,-1.0504957218062334,0,-1.4228472097266833,9,-1.2258476714090278,2,1,1,-1.4899561835690913,0,False,True,-0.03580390433705983,0.08333333333333333,6,216,0.39560166276180686,Medium Risk
2025,-0.6573182447885119,1,0.5795781950006521,6,-1.2258476714090278,1,0,0,1.0189010247747559,0,False,True,-0.03580390433705983,0.022222222222222223,2,270,0.0751301579867041,Low Risk
2025,0.7808835790394698,0,-1.4228472097266833,6,-1.2258476714090278,2,1,1,-0.7888730584424746,0,False,False,-0.03580390433705983,0.08333333333333333,6,144,0.3848358241455087,Medium Risk
2025,0.8429642333054258,1,0.1981638321954454,8,-1.2258476714090278,2,1,1,1.2310704831801604,0,False,False,-0.03580390433705983,0.04878048780487805,6,328,0.5775483456740961,Medium Risk
2025,-0.15032623494987085,0,-0.6600184841162697,8,-1.2258476714090278,2,1,0,0.6688717421740601,0,False,True,-0.03580390433705983,0.0625,5,256,0.46643416804530524,Medium Risk
2025,-1.4540199745349478,0,-0.08789693990845966,4,-1.2258476714090278,1,1,0,0.32731820632749364,1,False,True,-0.03580390433705983,0.02631578947368421,3,152,0.0612754105761692,Low Risk
2025,0.19111736351288738,1,0.6749317857019538,3,-1.2258476714090278,2,0,1,-1.5928757668520803,0,False,False,-0.03580390433705983,0.043478260869565216,5,138,0.5097683830706506,Medium Risk
2025,2.0224966643585907,0,-0.08789693990845966,5,-1.2258476714090278,1,1,1,1.5219882921316075,0,False,False,-0.03580390433705983,0.02631578947368421,4,190,0.10046969525709798,Low Risk
2025,-0.7607860018984386,1,-1.3274936190253817,3,-1.2258476714090278,2,0,1,0.42460549226186645,0,False,False,-0.03580390433705983,0.08,5,75,0.31654904282597407,Medium Risk
2025,1.09128685036925,1,-0.27860412131106305,2,0.9669114802146295,1,1,1,1.2163903409521621,0,True,False,-0.028376731348685097,0.027777777777777776,4,72,0.11814737206036657,Low Risk
2025,-0.8228666561643946,1,0.48422460429935044,9,-1.2258476714090278,2,0,0,-1.0721517054667205,0,False,False,-0.03580390433705983,0.045454545454545456,4,396,0.5840419422134232,Medium Risk
2025,-0.7918263290314166,0,0.38887101359804876,3,1.0395750259469725,1,1,1,0.001690039053891126,0,True,False,-0.022780494883095883,0.023255813953488372,4,129,0.20789531088000207,Low Risk
2025,-2.4783507699232223,1,-0.9460792562201749,0,-0.2690746311079832,2,1,1,-0.8104496783748915,0,False,False,-0.02550051412238349,0.06896551724137931,6,0,0.8535375445195658,High Risk
2025,-0.6159311419445411,0,0.0074566507928420294,3,-1.2258476714090278,3,1,0,0.7021528985231289,1,False,True,-0.03580390433705983,0.07692307692307693,7,117,0.642329800158782,Medium Risk
2025,-1.2160441331821163,1,-0.27860412131106305,7,0.14145222877469335,1,0,1,0.9849420451757676,0,False,False,-0.030779379009496986,0.027777777777777776,3,252,0.031123416860340584,Low Risk
2025,-1.0091086189622627,1,0.1981638321954454,9,0.5389379904752859,2,0,0,-0.31633078816391447,0,True,False,-0.023393010548332434,0.04878048780487805,4,369,0.9053289936599589,High Risk
2025,-1.350552217425021,0,0.2935174228967471,6,-1.2258476714090278,2,1,1,-1.1421041777545031,0,False,True,-0.03580390433705983,0.047619047619047616,6,252,0.5899877003171308,Medium Risk
2025,0.7394964761954991,0,-0.9460792562201749,9,-1.2258476714090278,2,1,1,0.7293439051333712,0,False,True,-0.03580390433705983,0.06896551724137931,6,261,0.46065263114597493,Medium Risk
2025,-1.8161571244196912,0,0.5795781950006521,0,0.9260167093296419,1,1,0,-1.2566552636509198,1,False,False,0.008741179532948952,0.022222222222222223,3,0,0.30691932070729,Medium Risk
2025,-1.6609554887548013,1,-0.7553720748175714,3,1.1022538431506914,1,0,1,0.2430378929672636,0,False,True,-0.024048665610858905,0.03225806451612903,3,93,0.03894178926917964,Low Risk
2025,1.5879320844968983,1,-0.5646648934149681,7,0.00100507140589216,1,0,1,-0.028462140497060744,0,False,True,-0.028626784748845353,0.030303030303030304,3,231,0.035428830778629725,Low Risk
2025,2.063883767202561,1,-0.27860412131106305,7,-1.2258476714090278,1,1,1,-1.030773708690248,0,False,False,-0.03580390433705983,0.027777777777777776,4,252,0.043227112728384476,Low Risk
2025,-0.7090521233434752,1,0.1981638321954454,6,-0.09834889947063385,2,0,1,1.3560603601273575,0,True,False,-0.032157169804760855,0.04878048780487805,5,246,0.7851247140471536,High Risk
2025,-1.8471974515526692,1,0.10281024149414371,4,-1.2258476714090278,1,1,0,-0.5205574726887156,0,False,True,-0.03580390433705983,0.025,3,160,0.0308390206830565,Low Risk
2025,-1.919624881529618,0,1.1516997392084622,8,0.7378308850642105,1,0,0,1.4121157168917053,1,False,False,-0.0295655949934336,0.0196078431372549,2,408,0.3819346216060896,Medium Risk
2025,-0.9780682918292848,0,2.105235646221479,2,0.6560450295292659,1,1,1,-0.10322823597732225,0,False,False,-0.02429204297840547,0.01639344262295082,4,122,0.1499331490107923,Low Risk
2025,1.8983353558266787,0,0.9609925578058589,2,0.8800272410904766,1,0,0,1.6393570917124016,1,False,False,-0.02956366145220717,0.02040816326530612,2,98,0.20094611174682298,Low Risk
2025,0.09799638211395333,0,2.105235646221479,5,1.2732771981989726,1,1,1,1.0128771271288544,0,False,True,-0.026713348987656024,0.01639344262295082,4,305,0.18491526889500426,Low Risk
2025,1.2982223645891036,0,-0.6600184841162697,4,0.5278566871606641,2,1,1,0.45954295093404635,0,True,False,-0.027820380969151542,0.0625,6,128,0.8734424621595965,High Risk
2025,1.8466014772717152,0,-1.1367864376227783,9,0.5699204753635505,1,1,1,0.3411368974574667,1,True,False,-0.027163879105733795,0.037037037037037035,4,243,0.11117211533162405,Low Risk
2025,-0.13997945923887817,0,0.0074566507928420294,9,0.983389912427009,1,1,1,0.3048737013667674,1,True,False,-0.024986088265542983,0.02564102564102564,4,351,0.18402572959822242,Low Risk
2025,-1.040148946095241,1,-0.08789693990845966,2,0.431217227706301,1,0,1,-0.16018938579165296,0,True,False,-0.02530198157844229,0.02631578947368421,3,76,0.08860479737674491,Low Risk
2025,1.2982223645891036,0,-0.18325053060976135,2,0.4372729105057929,2,1,0,1.6347204885477364,0,True,False,-0.030868885035859953,0.05405405405405406,5,74,0.8176166426150375,High Risk
2025,0.49117385913167494,1,0.48422460429935044,10,0.6391207231492967,2,1,0,1.7035816271473465,0,True,False,-0.030380584377879705,0.045454545454545456,5,440,0.9191206340891377,High Risk
2025,-0.6780117962104972,1,-0.27860412131106305,5,1.1149271191851775,2,0,0,-0.23763234405007433,0,True,False,-0.020204389627577084,0.05555555555555555,4,180,0.871259733264038,High Risk
2025,1.4223836731210155,0,-0.5646648934149681,5,-1.2258476714090278,2,0,0,0.2936645775819838,0,False,False,-0.03580390433705983,0.06060606060606061,4,165,0.44940068007236544,Medium Risk
2025,0.04626250355898996,1,0.1981638321954454,8,0.7865476864126004,1,0,0,1.1120387734559636,1,True,False,-0.028738293046656236,0.024390243902439025,2,328,0.13150849062335918,Low Risk
2025,-0.5124633848346144,1,0.2935174228967471,1,0.3527539521024455,1,1,0,-1.0446525657628767,1,True,False,-0.013082194343482697,0.023809523809523808,3,42,0.10610401593903512,Low Risk
2025,-0.3262214220367463,1,0.38887101359804876,1,0.7809373969674327,1,1,1,0.23162583954352245,0,False,False,-0.025612446364161205,0.023255813953488372,4,43,0.07578309041376201,Low Risk
2025,0.05660927926998263,1,0.5795781950006521,5,0.8234489825909674,1,1,0,-0.22575565652582366,0,False,False,-0.022253956724005305,0.022222222222222223,3,225,0.13888593387063725,Low Risk
2025,0.7705368033284771,1,-1.8996151632331917,0,-0.009579231263980102,1,0,0,-0.947291724355257,0,True,False,-0.02044633999209414,0.05263157894736842,2,0,0.07584513672490523,Low Risk
2025,-1.443673198823955,0,2.5820035997279875,4,-1.2258476714090278,1,1,0,-1.7118972170658242,1,False,True,-0.03580390433705983,0.015151515151515152,3,264,0.33104687951026607,Medium Risk
2025,-0.3779553005917097,1,1.1516997392084622,4,-0.5737700038102944,1,1,1,-0.9270938782937008,0,False,False,-0.02777471656372064,0.0196078431372549,4,204,0.1254059783077369,Low Risk
2025,0.9464319904153525,1,-0.3739577120123647,5,0.9675743614357466,1,0,0,-0.27093228051997187,0,True,False,-0.020855150393578867,0.02857142857142857,2,175,0.15198545808034097,Low Risk
2025,0.3773593263107555,0,-1.1367864376227783,9,1.215543865966245,2,0,0,0.45914926395666855,0,True,False,-0.02468778047649859,0.07407407407407407,4,243,0.8687781880806134,High Risk
2025,-0.9884150675402774,1,-0.5646648934149681,1,-0.3269722412061958,2,0,0,1.3686515616931476,0,False,True,-0.03290839332424414,0.06060606060606061,4,33,0.6409326543769102,Medium Risk
2025,0.3463189991777775,1,1.6284676927149706,8,0.03560054743720522,1,1,1,-0.012031099781775616,0,False,True,-0.028494552070813486,0.017857142857142856,4,448,0.11330874269756955,Low Risk
2025,-0.4917698334126291,1,-1.23214002832408,4,0.5237736209156963,1,1,1,-0.1260627762252652,0,True,False,-0.024949787975875815,0.038461538461538464,4,104,0.08074776507171995,Low Risk
2025,1.0395529718142866,0,-0.27860412131106305,6,1.496059620393335,2,1,1,-1.2577791147705282,0,True,False,0.020672652163037323,0.05555555555555555,6,216,0.8394173319123688,High Risk
2025,-0.7193988990544679,0,-0.4693113027136664,1,0.4030361211700456,1,1,0,0.17982435403694502,0,True,False,-0.027308466326667107,0.029411764705882353,3,34,0.10391873894469164,Low Risk
2025,0.8740045604384039,1,0.38887101359804876,10,0.748371754269159,2,1,1,1.6794825587635858,0,True,False,-0.030022428113519135,0.046511627906976744,6,430,0.9178976549512171,High Risk
2025,0.10834315782494601,0,-0.3739577120123647,5,1.1898468010272087,2,0,1,0.23590979377262114,0,True,False,-0.023562392018705743,0.05714285714285714,5,175,0.8599127096624095,High Risk
2025,0.25319801777884343,0,-1.7089079818305883,8,0.35079127235539426,1,1,0,-1.4239372771449408,0,False,False,0.014082013183572604,0.047619047619047616,3,168,0.06488708568572579,Low Risk
2025,0.9050448875713819,1,1.8191748741175742,2,0.9177050506915502,4,1,0,-1.2470761847980885,1,True,False,0.007707633404729712,0.06896551724137931,9,116,0.9869918040065017,High Risk
2025,1.6810530658958325,1,-0.9460792562201749,6,-1.2258476714090278,1,1,0,-1.150045386625037,0,False,False,-0.03580390433705983,0.034482758620689655,3,174,0.023691266747966604,Low Risk
2025,0.0669560549809753,0,-0.18325053060976135,0,1.396302407458702,1,0,1,-0.971813693237685,0,False,True,-0.0016383021627518015,0.02702702702702703,3,0,0.10427911962134334,Low Risk
2025,-0.4814230577016364,0,-1.3274936190253817,5,1.3029230222109995,2,1,1,-0.7244854141803299,0,True,False,-0.010875989156560987,0.08,6,125,0.8645065635743496,High Risk
2025,-1.3608989931360136,1,-0.27860412131106305,9,-1.2258476714090278,2,0,1,0.7907154272123808,0,False,False,-0.03580390433705983,0.05555555555555555,5,324,0.3827560590119794,Medium Risk
2025,0.8740045604384039,0,-1.7089079818305883,1,1.638488209226516,2,1,0,-1.3511643089326582,0,False,False,0.03788419060233501,0.09523809523809523,5,21,0.9572809909601162,High Risk
2025,0.13938348495792402,1,1.533114102013669,8,-1.2258476714090278,2,1,1,0.6794126066593463,0,False,False,-0.03580390433705983,0.03636363636363636,6,440,0.5974901288442711,Medium Risk
2025,0.2842383449118215,0,-0.6600184841162697,9,-1.2258476714090278,1,1,1,0.836765674605092,0,False,False,-0.03580390433705983,0.03125,4,288,0.042332698907547456,Low Risk
2025,1.1016336260802426,1,-0.5646648934149681,5,0.012298092828129055,1,0,1,1.637163817045588,0,False,True,-0.03213258114396843,0.030303030303030304,3,165,0.024945156061894486,Low Risk
2025,-2.426616891368259,0,0.1981638321954454,10,0.732499307041558,2,1,0,-0.03110248637360859,0,True,False,-0.024329829049517235,0.04878048780487805,5,410,0.9469029011227243,High Risk
2025,0.1497302606689167,0,-0.4693113027136664,1,0.32310091589144596,2,0,0,1.240243007195046,0,False,False,-0.030599389407720806,0.058823529411764705,4,34,0.7491258201938733,High Risk
2025,1.308569140300096,0,-0.6600184841162697,2,-1.2258476714090278,1,1,0,0.6324023125342576,1,False,False,-0.03580390433705983,0.03125,3,64,0.04133328496326696,Low Risk
2025,-1.1125763760721894,0,-0.27860412131106305,3,-1.2258476714090278,2,0,0,-1.2880145876351567,0,False,False,-0.03580390433705983,0.05555555555555555,4,108,0.48948383566368187,Medium Risk
2025,-1.4954070773789185,0,-0.4693113027136664,4,0.22152238230962296,1,1,1,1.0284733219172884,0,False,False,-0.03056875658422735,0.029411764705882353,4,136,0.05638827648393198,Low Risk
2025,-1.6299151616218233,0,0.6749317857019538,4,-1.2258476714090278,2,1,0,-1.7072969569127634,0,False,False,-0.03580390433705983,0.043478260869565216,5,184,0.7117181176728523,High Risk
2025,0.01522217642601194,0,3.440185916039703,10,-1.2258476714090278,2,1,1,0.25362744665469866,0,False,True,-0.03580390433705983,0.02666666666666667,6,750,0.25781800639755625,Low Risk
2025,1.029206196103294,1,-1.6135543911292867,3,0.7243601000944535,1,1,0,0.4965100537758168,1,False,True,-0.027072537689066645,0.045454545454545456,3,66,0.051066750932262504,Low Risk
2025,0.8119239061724478,1,-0.8507256655188732,9,-1.2258476714090278,2,1,0,0.9003869856034099,0,False,False,-0.03580390433705983,0.06666666666666667,5,270,0.330329299798807,Medium Risk
2025,-0.0468584778399441,0,0.6749317857019538,4,-1.2258476714090278,3,1,0,-0.11892024415998563,1,False,False,-0.03580390433705983,0.06521739130434782,7,184,0.7395547499526205,High Risk
2025,-0.1606730106608635,0,-1.0414328469214764,3,0.0823437706045412,2,1,1,0.9859758212713994,0,True,False,-0.030998412317964238,0.07142857142857142,6,84,0.6347075035771337,Medium Risk
2025,-0.036511702128951426,0,0.48422460429935044,5,-1.2258476714090278,3,1,1,1.2887854461777652,1,False,True,-0.03580390433705983,0.06818181818181818,8,220,0.8616982213048625,High Risk
2025,1.629319187340869,1,0.5795781950006521,7,0.6753929553061733,2,1,0,0.8180172017575125,0,False,False,-0.028361431239710806,0.044444444444444446,5,315,0.8471105211724496,High Risk
2025,-1.3091651145810503,0,-0.27860412131106305,10,-1.2258476714090278,2,1,0,0.16561858374988617,0,False,False,-0.03580390433705983,0.05555555555555555,5,360,0.5206310288657787,Medium Risk
2025,1.2257949346121548,1,-0.9460792562201749,8,-1.2258476714090278,2,1,1,1.2554922914181668,0,False,False,-0.03580390433705983,0.06896551724137931,6,232,0.4206121778992052,Medium Risk
2025,0.8222706818834405,1,0.2935174228967471,4,-1.2258476714090278,2,0,1,-0.24532002128941735,0,False,True,-0.03580390433705983,0.047619047619047616,5,168,0.4496024602720661,Medium Risk
2025,-1.4022860959799843,1,-0.3739577120123647,10,1.5993141087452802,1,0,1,0.3684301513922223,0,False,True,-0.022387048061671255,0.02857142857142857,3,350,0.0887804145771126,Low Risk
2025,1.2671820374561256,1,0.1981638321954454,9,0.4221788999539574,1,0,1,-0.6172224062856171,0,False,True,-0.02110948903442441,0.024390243902439025,3,369,0.03989911811849051,Low Risk
2025,1.691399841606825,1,-0.9460792562201749,8,0.3301666270892652,2,1,1,1.6899655178763158,0,True,False,-0.031261061340887436,0.06896551724137931,6,232,0.5513093998756987,Medium Risk
2025,0.615335167663587,1,-1.6135543911292867,8,-1.2258476714090278,2,0,0,-0.007741581072431441,0,False,True,-0.03580390433705983,0.09090909090909091,4,176,0.3571665511629971,Medium Risk
2025,-2.4576572185012373,1,-0.4693113027136664,9,-1.2258476714090278,2,0,0,-1.626846397081583,0,False,False,-0.03580390433705983,0.058823529411764705,4,306,0.32614216132039,Medium Risk
2025,0.1497302606689167,0,0.10281024149414371,6,-1.2258476714090278,1,1,1,1.0739062597827504,0,False,False,-0.03580390433705983,0.025,4,240,0.06467260158628291,Low Risk
2025,-0.2848343191927756,0,0.48422460429935044,6,-1.2258476714090278,2,0,0,1.1663183654619271,0,False,False,-0.03580390433705983,0.045454545454545456,4,264,0.839506044254051,High Risk
2025,0.9050448875713819,1,-0.7553720748175714,9,0.09917992788595736,1,1,0,-1.0106403758215394,0,False,False,-0.01762083525857745,0.03225806451612903,3,279,0.04289236169861443,Low Risk
2025,-1.2677780117370796,1,-0.27860412131106305,7,-1.2258476714090278,2,1,0,-0.6877989698109479,0,False,True,-0.03580390433705983,0.05555555555555555,5,252,0.3734682980530081,Medium Risk
2025,0.20146413922388007,0,2.4866500090266856,1,-1.2258476714090278,1,1,1,1.3487854977662366,1,False,True,-0.03580390433705983,0.015384615384615385,4,65,0.04216053136597329,Low Risk
2025,-0.29518109490376826,0,0.6749317857019538,4,0.4902272794282505,2,1,1,-1.2016781988241692,1,False,True,-0.0039047491023512723,0.043478260869565216,6,184,0.9112586387178576,High Risk
2025,-0.7090521233434752,1,-0.6600184841162697,1,0.19958127032437928,1,1,1,-1.5656310282294663,0,True,False,0.0458491588744228,0.03125,4,32,0.07325175801754426,Low Risk
2025,1.3913433459880375,0,-0.27860412131106305,2,0.37376757529982507,1,0,1,-1.0974845234549402,0,True,False,-0.01088791231887897,0.027777777777777776,3,72,0.0967420183427683,Low Risk
2025,-0.4710762819906437,1,-0.5646648934149681,5,1.1797059684586013,1,0,0,-0.49084714764726767,0,False,True,-0.016524231722659714,0.030303030303030304,2,165,0.05614048740755489,Low Risk
2025,-1.7747700215757207,1,-0.3739577120123647,9,0.26201118652800254,1,1,0,-0.011135566242245735,1,True,False,-0.027187099779674623,0.02857142857142857,3,315,0.09538501264371,Low Risk
2025,0.35666577488877016,1,-0.8507256655188732,3,0.22519563538186405,1,0,1,-0.6435210093764677,0,True,False,-0.022555683905047436,0.03333333333333333,3,90,0.05358839838825326,Low Risk
2025,-1.1643102546271529,1,0.0074566507928420294,7,0.505963175688639,2,1,0,-1.2669448570751147,0,True,False,0.0008247869962416036,0.05128205128205128,5,273,0.9125944781944225,High Risk
2025,-0.9159876375633287,1,0.2935174228967471,2,0.3806832727590162,1,0,0,-0.2311490290038934,0,False,False,-0.02514356540631207,0.023809523809523808,2,84,0.05561299773220984,Low Risk
2025,0.25319801777884343,1,-0.27860412131106305,9,0.4760798299237842,1,0,1,-1.3406210099872649,0,False,True,0.006825490642128456,0.027777777777777776,3,324,0.052228267544945264,Low Risk
2025,0.7291497004845064,1,-1.0414328469214764,9,1.2499486194025073,2,0,1,0.021052865298588744,1,True,False,-0.02172755240410714,0.07142857142857142,5,252,0.7782457856511945,High Risk
2025,-0.23310044063781224,0,-0.8507256655188732,9,0.8953608569192877,2,1,1,-0.45074219961698886,0,True,False,-0.019331808381960486,0.06666666666666667,6,270,0.8816085799450778,High Risk
2025,0.18077058780189473,0,-0.18325053060976135,6,1.4645333357025436,1,1,0,0.27036505545351586,0,True,False,-0.022404027357586724,0.02702702702702703,3,222,0.11356661827112768,Low Risk
2025,-1.4954070773789185,0,0.1981638321954454,1,-1.2258476714090278,2,1,0,-1.1880850430341514,0,False,False,-0.03580390433705983,0.04878048780487805,5,41,0.56896472654496,Medium Risk
2025,-1.3091651145810503,0,-0.7553720748175714,8,0.5021732452641317,1,1,0,1.7325557018962958,1,True,False,-0.030820749280403605,0.03225806451612903,3,248,0.08785878081371261,Low Risk
2025,0.5015206348426676,1,-0.4693113027136664,4,1.74195313351737,2,1,0,0.3607216073519582,0,True,False,-0.021657940139265745,0.058823529411764705,5,136,0.7805900517285922,High Risk
2025,1.8362547015607225,1,-0.4693113027136664,8,0.8485945547152395,2,0,0,-1.0773958803182044,0,False,False,-0.004470826104403269,0.058823529411764705,4,272,0.8398165223985418,High Risk
2025,0.24285124206785078,1,0.0074566507928420294,6,0.7005053513151716,1,0,0,0.0007079082905388136,0,False,True,-0.024723484250156285,0.02564102564102564,2,234,0.06483706535240505,Low Risk
2025,0.05660927926998263,0,0.0074566507928420294,6,-1.2258476714090278,2,1,0,0.712594993484055,0,False,False,-0.03580390433705983,0.05128205128205128,5,234,0.631184310209806,Medium Risk
2025,0.3463189991777775,0,0.8656389671045572,10,0.7997291820680158,1,1,1,1.7048023350012298,0,True,False,-0.029915622719577657,0.020833333333333332,4,480,0.32559293496376507,Medium Risk
2025,-0.26414076777079026,0,-1.0414328469214764,3,-1.2258476714090278,1,0,0,1.4529583063345444,0,False,False,-0.03580390433705983,0.03571428571428571,2,84,0.04560784361799543,Low Risk
2025,-2.2610684799923764,1,0.2935174228967471,9,1.2199444292370911,1,1,0,0.17693308487932127,1,False,False,-0.023028648834762036,0.023809523809523808,3,378,0.05839649339270733,Low Risk
2025,-1.0504957218062334,0,1.247053329909764,1,-1.2258476714090278,1,0,1,-1.5902969780382497,1,False,False,-0.03580390433705983,0.019230769230769232,3,52,0.10043593633276017,Low Risk
2025,-0.26414076777079026,1,1.6284676927149706,0,1.1542940257856116,1,1,0,-0.9262452950562433,1,True,False,-0.006527196188121078,0.017857142857142856,3,0,0.7149042345396608,High Risk
2025,1.8362547015607225,0,0.1981638321954454,7,-1.2258476714090278,2,1,0,1.2396363049582653,0,False,False,-0.03580390433705983,0.04878048780487805,5,287,0.7439250465642522,High Risk
2025,1.2361417103231473,1,-1.4228472097266833,9,0.4061458610959018,1,1,0,1.1679515404140175,0,False,False,-0.030184057207799597,0.041666666666666664,3,216,0.03700052032475372,Low Risk
2025,1.1119804017912354,0,-0.4693113027136664,3,-1.2258476714090278,2,1,1,0.4196995334753119,0,False,False,-0.03580390433705983,0.058823529411764705,6,102,0.4231663159267528,Medium Risk
2025,1.4948111030979643,0,-0.5646648934149681,9,0.871498735669945,1,1,1,0.2581391967938526,0,True,False,-0.02529383075666107,0.030303030303030304,4,297,0.10710991951839453,Low Risk
2025,0.3773593263107555,1,-0.08789693990845966,9,0.7386090011977995,1,1,1,-1.1212664164647004,0,False,False,-0.004029836071354379,0.02631578947368421,4,342,0.05626523437277486,Low Risk
2025,0.36701255059976284,1,-1.3274936190253817,1,-1.2258476714090278,2,0,1,-1.4542572605533,0,False,False,-0.03580390433705983,0.08,5,25,0.2546965251722569,Low Risk
2025,1.4327304488320083,1,0.0074566507928420294,7,0.7747916418163288,2,1,1,0.42291510749725103,0,True,False,-0.026542039854847963,0.05128205128205128,6,273,0.8988868189294967,High Risk
2025,-0.6366246933665265,0,1.0563461485071606,5,1.096401063548959,2,1,1,-1.1328761828271687,0,True,False,0.002474976325837384,0.04,6,250,0.9215628623152989,High Risk
2025,-1.9610119843735887,0,-0.4693113027136664,5,-0.20549893689426124,1,0,1,1.177131715589241,0,True,False,-0.03230134061318883,0.029411764705882353,3,170,0.3768642488322973,Medium Risk
2025,-0.13997945923887817,1,0.10281024149414371,2,0.9131799567851122,1,0,1,-0.12041708934605813,0,False,False,-0.022580273864358076,0.025,3,80,0.05343653504473913,Low Risk
2025,-0.6883585719214899,0,0.8656389671045572,2,2.190269672220738,1,1,0,-0.4334902241754669,1,False,True,-0.009626446433752357,0.020833333333333332,3,96,0.6741680857330578,Medium Risk
2025,-0.7400924504764532,0,-0.3739577120123647,1,0.8495084204606,2,0,1,-1.5910833086529592,1,False,True,0.1033342322881233,0.05714285714285714,5,35,0.8790621074545519,High Risk
2025,1.09128685036925,1,0.48422460429935044,10,0.9771119336280757,1,1,0,1.5555097644712839,0,True,False,-0.029109909004856868,0.022727272727272728,3,440,0.17300922894350593,Low Risk
2025,0.12903670924693136,1,-0.4693113027136664,7,-1.2258476714090278,2,1,1,1.3969801567336042,0,False,False,-0.03580390433705983,0.058823529411764705,6,238,0.44881723621864245,Medium Risk
2025,0.32562544775579216,0,0.38887101359804876,5,0.7911949068883061,1,1,1,1.6211433306384249,0,False,False,-0.029794509840281067,0.023255813953488372,4,215,0.12939506472277132,Low Risk
2025,1.474117551675979,1,1.247053329909764,2,-1.2258476714090278,1,1,0,1.0265349700017272,1,False,True,-0.03580390433705983,0.019230769230769232,3,104,0.14418343740866257,Low Risk
2025,0.4187464291547262,0,-0.7553720748175714,5,-0.5700896988101691,1,1,0,0.4542633025209964,1,False,False,-0.03281146549694591,0.03225806451612903,3,155,0.047102905945608974,Low Risk
